,Symbol,Name,Market sector,Market segment,Profit - pre tax (m),Profit - retained (m),Turnover (m),Attributable Profit,Market segment
1515,"MYI","Murray International Trust Plc",F25F,STMM,73.68,"-3.80",78.74,66.13,
1516,"MYN","Mayan Energy Limited",AMQ1,ASQ1,"-2.52","-2.52",0.08,"-2.52",
1517,"MYSA","Mysale Group Plc",AIMN,ASXN,"-2.52","-2.52",0.08,"-2.52",
1518,"MYSL","Mysale Group Plc",ASM7,AMSM,"-2.91","-4.58",63.91,"-4.58",
1519,"MYX","Mycelx Technologies Corporation",AIMP,ASX1,"-0.83","-1.05",6.27,"-1.05",
1520,"MYXR","Mycelx Technologies Corporation",AMSR,ASX1,"-0.98","-1.22",7.57,"-1.22",
1521,"N4P","N4 Pharma Plc",AMQ1,ASQ1,"-1.84","-1.54",,"-1.54",
1522,"N91","Ninety One Plc",F25T,STMM,267.10,81.60,795.10,205.30,
1523,"NAH","Nahl Group Plc",ASM7,AMSM,0.24,0.16,38.95,0.16,
1524,"NAIT","North American Income Trust (the) Plc",SSC5,SSMM,17.08,0.06,,14.56,
1525,"NAK","Nakama Group Plc",AIMP,ASX1,"-0.11","-0.12",9.72,"-0.12",
1526,"NANO","Nanoco Group Plc",SSC5,SSMM,"-5.08","-4.39",2.09,"-4.39",
1527,"NAPS","Napster Group Plc",AMQ1,ASQ1,"-26.81","-22.44",0.99,"-22.44",
1528,"NAR","Northamber Plc",AMQ1,ASQ1,0.38,0.17,60.01,0.34,
1529,"NARF","Narf Industries Plc",SQS3,SSQ3,"-1.45","-1.45",,"-1.45",
1530,"NAS","North Atlantic Smaller Companies Investment Trust Plc",SSC6,SSMM,0.55,"-3.70",7.89,0.53,
1531,"NASA","Nasstar Plc",AIMP,ASX1,"-1.41","-0.98",25.67,"-0.98",
1532,"NAUT","Nautilus Marine Services Plc",AMQ1,ASQ1,"-7.18","-7.12",,"-7.12",
1533,"NAVF","Nippon Active Value Fund Plc",SFQQ,SFM2,2.58,2.23,3.51,2.23,
1534,"NBB","Norman Broadbent Plc",AIMP,ASX1,"-0.57","-0.64",6.55,"-0.64",
1535,"NBDG","Nb Distressed Debt Investment Fund Limited",SFQQ,SFM2,"-0.57","-0.64",6.55,"-0.64",
1536,"NBLS","Nb Global Floating Rate Income Fund Limited",SSC4,SSMM,"-98.54","-98.54",45.55,"-98.54",
1537,"NBMI","Nb Global Monthly Income Fund Limited",SSC5,SSMM,"-0.78","-0.78",12.26,"-0.78",
1538,"NBPE","Nb Private Equity Partners Limited",F25T,STMM,"-51.28","-51.28",,"-51.28",
1539,"NBPP","Nb Priv. Zdp 22",SFQQ,SFM2,"-51.28","-51.28",,"-51.28",
1540,"NBPS","Nb Priv. Zdp 24",SFQQ,SFM2,"-51.28","-51.28",,"-51.28",
1541,"NBS","Nationwide Building Society",SQCL,SSX3,"-51.28","-51.28",,"-51.28",
1542,"NCA","New Century Aim Vct Plc",SQQ3,SSQ3,"-0.03",,0.07,"-0.03",
1543,"NCA2","New Century Aim Vct 2 Plc",SQNC,SSX3,"-0.04","-0.04",0.03,"-0.04",
1544,"NCC","Ncc Group Plc",F25T,STMM,14.80,"-3.00",270.50,10.00,
1545,"NCCL","Ncondezi Energy Limited",AMQ1,ASQ1,"-1.26","-1.26",,"-1.26",
1546,"NCYF","Cqs New City High Yield Fund Limited",SSC6,SSMM,18.57,"-1.15",21.15,18.30,
1547,"NCYT","Novacyt S.a.",ASM6,AMSM,"-9.83","-9.73",95.78,"-9.73",
1548,"NEOA","New Energy One Acquisition Corporation Plc",SMEV,SSMU,"-9.83","-9.73",95.78,"-9.73",
1549,"NESF","Nextenergy Solar Fund Limited",F25T,STMM,127.55,87.71,143.70,127.55,
1550,"NET","Netcall Plc",AMQ1,ASQ1,0.98,0.60,27.15,0.97,
1551,"NETW","Network International Holdings Plc",F25T,STMM,46.87,42.47,260.48,42.47,
1552,"NEX","National Express Group Plc",F25F,STMM,"-84.90","-81.60",2170.30,"-81.60",
1553,"NEXS","Nexus Infrastructure Plc",AMQ1,ASQ1,3.76,2.70,136.96,2.98,
1554,"NFC","Next Fifteen Communications Group Plc",AE50,AMSM,"-80.14","-79.05",470.06,"-69.22",
1555,"NFX","Nuformix Plc",SMEX,SSMU,"-1.27","-1.11",0.05,"-1.11",
1556,"NG.","National Grid Plc",FE10,SET1,3441.00,1431.00,18449.00,2353.00,
1557,"NGHT","Nightcap Plc",AMQ1,ASQ1,"-5.30","-5.37",5.97,"-5.37",
1558,"NICL","Nichols Plc",AE50,AMSM,"-17.66","-29.04",144.33,"-22.17",
1559,"NIOX","Niox Group Plc",ASM6,AMSM,"-17.66","-29.04",144.33,"-22.17",
1560,"NKTN","Nektan Plc",AMQ1,ASQ1,"-6.41","-9.21",22.58,"-9.21",
1561,"NMC","Nmc Health Plc",ON15,SET3,256.85,212.91,2057.25,248.65,
1562,"NMCN","Nmcn Plc",SQQ3,SSQ3,7.44,3.76,404.66,5.91,
1563,"NMT","Neometals Ltd",AMQ1,ASQ1,7.44,3.76,404.66,5.91,
1564,"NNN","Nanosynth Group Plc",ASM7,AMSM,"-2.35","-2.48",0.15,"-2.48",
1565,"NOG","Nostrum Oil & Gas Plc",SMEX,SSMU,5.60,"-26.12",195.28,"-26.12",
1566,"NRR","Newriver Reit Plc",SSC5,SSMM,7.00,"-45.90",73.70,"-26.60",
1567,"NSCI","Netscientific Plc",AMQ1,ASQ1,"-2.92","-2.38",1.11,"-2.38",
1568,"NSF","Non-standard Finance Plc",SMEV,SSMU,"-29.61","-29.68",131.39,"-29.68",
1569,"NSI","New Star Investment Trust Plc",SQQ3,SSQ3,0.43,"-0.56",1.52,0.43,
1570,"NTBR","Northern Bear Plc",AIMP,ASX1,"-0.88","-1.33",61.10,"-1.33",
1571,"NTEA","Nthn.elec.prf",SQS3,SSQ3,130.88,106.02,418.97,106.02,
1572,"NTG","Redde Northgate Plc",SSC5,SSMM,60.41,27.99,745.47,51.42,
1573,"NTLG","New Trend Lifestyle Group Plc",AMQ1,ASQ1,"-0.01","-0.06",3.74,"-0.06",
1574,"NTN","Northern 3 Vct Plc",SQQ3,SSQ3,0.47,"-9.38",1.44,0.47,
1575,"NTOG","Nostra Terra Oil And Gas Company Plc",AIMP,ASX1,"-1.09","-1.09",2.28,"-1.09",
1576,"NTQ","Enteq Technologies Plc",AMQ1,ASQ1,"-0.60","-0.60",5.56,"-0.60",
1577,"NTV","Northern 2 Vct Plc",SQQ3,SSQ3,0.32,"-11.79",1.31,0.32,
1578,"NUC","Nucleus Financial Group Plc",AMQ1,ASQ1,4.03,2.42,51.81,3.18,
1579,"NUCA","Nucleus Financial Group Plc",AIMN,ASXN,4.03,2.42,51.81,3.18,
1580,"NUM","Numis Corporation Plc",AF50,AMSM,74.15,45.12,215.58,57.85,
1581,"NUOG","Nu-oil And Gas Plc",AMQ1,ASQ1,"-1.04","-0.65",,"-0.65",
1582,"NVT","Northern Venture Trust Plc",SQQ3,SSQ3,0.57,"-4.65",1.51,0.52,
1583,"NWF","Nwf Group Plc",AMQ1,ASQ1,12.00,4.90,878.60,8.40,
1584,"NWG","Natwest Group Plc",FE10,SET1,4032.00,2257.00,10512.00,2950.00,
1585,"NWOR","National World Plc",SQS3,SSQ3,1.20,5.30,86.00,5.30,
1586,"NWT","Newmark Security Plc",AIMP,ASX1,"-0.13",0.17,17.66,0.17,
1587,"NXR","Norcros Plc",SSC5,SSMM,18.50,15.00,324.20,15.00,
1588,"NXT","Next Plc",FS10,SET1,823.10,333.00,4376.50,677.50,
1589,"NZI","Net Zero Infrastructure Plc",SQS3,SSQ3,823.10,333.00,4376.50,677.50,
1590,"OAP3","Octopus Apollo Vct Plc",SQQ3,SSQ3,"-1.09","-23.04",2.26,"-1.09",
1591,"OBC","Online Blockchain Plc",AIMP,ASX1,0.02,0.02,0.06,0.02,
1592,"OBD","Oxford Biodynamics Plc",ASM7,AMSM,"-7.63","-6.68",0.34,"-6.68",
1593,"OBI","Ondine Biomedical Inc.",AMQ1,ASQ1,"-0.01","-0.03",0.00,"-0.03",
1594,"OCDO","Ocado Group Plc",FS10,SET1,"-176.90","-223.20",2498.30,"-223.20",
1595,"OCI","Oakley Capital Investments Limited",SFNC,SFM3,248.73,240.65,252.48,248.73,
1596,"OCN","Ocean Wilsons (holdings) Ld",SSC6,SSMM,81.63,28.79,293.11,47.09,
1597,"OCT","Octagonal Plc",AMQ1,ASQ1,0.59,"-0.23",5.75,0.34,
1598,"OCTP","Oxford Cannabinoid Technologies Holdings Plc",SQS3,SSQ3,"-5.50","-4.71",,"-4.71",
1599,"ODX","Omega Diagnostics Group Plc",AIMP,ASX1,"-35.40","-2.10",8.73,"-2.10",
1600,"OFG","Octopus Future Generations Vct Plc",SQQ3,SSQ3,"-35.40","-2.10",8.73,"-2.10",
1601,"OGN","Origin Enterprises Plc",AIMP,ASX1,47.82,34.28,1658.37,38.23,
1602,"OHG","One Heritage Group Plc",SQS3,SSQ3,"-0.81","-0.81",0.46,"-0.81",
1603,"OIG","Oryx International Growth Fund Ltd",SSC6,SSMM,"-10.42","-10.49",,"-10.49",
1604,"OIT","Odyssean Investment Trust Plc",SSC7,SSMM,0.45,0.45,2.57,0.45,
1605,"OKYO","Okyo Pharma Limited",SQS3,SSQ3,"-6.22","-6.22",,"-6.22",
1606,"OLEE","Oleeo Plc",AIMP,ASX1,0.67,0.60,10.68,0.87,
1607,"OMG","Oxford Metrics Plc",AIMP,ASX1,3.22,0.67,35.63,2.94,
1608,"OMI","Orosur Mining Inc",AMQ1,ASQ1,"-1.19","-1.19",,"-1.19",
1609,"OMIP","One Media Ip Group Plc",AMQ1,ASQ1,0.72,0.72,4.39,0.72,
1610,"OMU","Old Mutual Limited",SMEU,SSMU,"-162.95","-425.46",7297.63,"-253.84",
1611,"ONC","Oncimmune Holdings Plc",ASM8,AMSM,"-9.78","-8.38",0.51,"-8.38",
1612,"ONDO","Ondo Insurtech Plc",SQS3,SSQ3,"-0.58","-0.58",,"-0.58",
1613,"ONT","Oxford Nanopore Technologies Plc",SMEV,SSMU,"-166.00","-167.61",133.66,"-167.61",
1614,"OOA","Octopus Aim Vct Plc",SQQ3,SSQ3,"-0.78","-11.10",0.76,"-0.78",
1615,"OPG","Opg Power Ventures Plc",AMQ1,ASQ1,21.56,14.09,93.82,14.09,
1616,"OPHR","Ophir Energy Plc",ON10,SET3,"-564.42","-612.95",233.87,"-612.95",
1617,"OPM","1pm Plc",AIMP,ASX1,2.02,1.06,29.24,1.55,
1618,"OPP","Origo Partners Plc",AIMP,ASX1,"-0.92","-0.92",,"-0.92",
1619,"OPTI","Optibiotix Health Plc",AMQ1,ASQ1,6.18,6.26,2.21,6.26,
1620,"ORCA","Orcadian Energy Plc",AMQ1,ASQ1,"-0.38","-0.30",,"-0.30",
1621,"ORCH","Orchard Funding Group Plc",AMQ1,ASQ1,1.05,0.84,3.44,0.84,
1622,"ORCP","Oracle Power Plc",AMQ1,ASQ1,"-0.88","-0.88",,"-0.88",
1623,"ORIT","Octopus Renewables Infrastructure Trust Plc",F25T,STMM,12.66,5.02,15.48,12.44,
1624,"ORM","Ormonde Mining Plc",AMQ1,ASQ1,"-1.36","-1.36",,"-1.36",
1625,"ORNT","Orient Telecoms Plc",SQS3,SSQ3,0.03,0.03,0.61,0.03,
1626,"ORR","Oriole Resources Plc",AIMP,ASX1,"-1.61","-1.69",,"-1.69",
1627,"OSB","Osb Group Plc",F25F,STMM,464.60,340.10,746.80,340.10,
1628,"OSEC","Octopus Aim Vct 2 Plc",SQQ3,SSQ3,"-0.66","-7.47",0.48,"-0.66",
1629,"OSI","Osirium Technologies Plc",AMQ1,ASQ1,"-3.43","-2.83",1.47,"-2.83",
1630,"OT1","Oxford Technology 2 Venture Capital Trust Plc",SQQ3,SSQ3,"-3.43","-2.83",1.47,"-2.83",
1631,"OT3","Oxford Technology 2 Venture Capital Trust Plc",SQQ3,SSQ3,"-3.43","-2.83",1.47,"-2.83",
1632,"OT4","Oxford Technology 2 Venture Capital Trust Plc",SQQ3,SSQ3,"-3.43","-2.83",1.47,"-2.83",
1633,"OTAQ","Otaq Plc",SQS3,SSQ3,"-2.15","-1.90",4.29,"-1.90",
1634,"OTB","On The Beach Group Plc",SSC4,SSMM,"-46.30","-41.30",33.70,"-38.70",
1635,"OTMP","Onthemarket Plc",AMQ1,ASQ1,"-0.93",0.11,30.44,0.11,
1636,"OTT","Oxford Technology 3 Venture Capital Trust Plc",SQQ3,SSQ3,"-0.11","-0.11",,"-0.11",
1637,"OTV2","Octopus Titan Vct Plc",SQQ3,SSQ3,"-7.83","-109.80",0.50,"-7.83",
1638,"OVB","Ovoca Bio Plc",AMQ1,ASQ1,"-4.41","-4.60",,"-4.60",
1639,"OXB","Oxford Biomedica Plc",SSC5,SSMM,19.88,19.01,142.80,19.01,
1640,"OXF","Oxford Technology 4 Venture Capital Trust Plc",SQNC,SSX3,"-0.09","-0.44",,"-0.09",
1641,"OXH","Oxford Technology 2 Venture Capital Trust Plc",SQQ3,SSQ3,"-0.06","-0.06",,"-0.06",
1642,"OXIG","Oxford Instruments Plc",F25T,STMM,47.60,38.60,367.30,38.60,
1643,"OXT","Oxford Technology Venture Capital Trust Plc",SQQ3,SSQ3,"-0.04","-0.04",,"-0.04",
1644,"P2P","P2p Global Investments Plc",SSC5,SSMM,32.45,"-4.87",120.90,32.45,
1645,"PAC","Pacific Assets Trust Plc",SSC5,SSMM,2.90,"-0.50",4.66,2.41,
1646,"PAF","Pan African Resources Plc",AS50,AMSM,42.14,35.76,221.29,35.76,
1647,"PAG","Paragon Banking Group Plc",F25F,STMM,19.50,109.90,,164.50,
1648,"PAGE","Pagegroup Plc",F25F,STMM,166.64,118.36,1643.74,118.36,
1649,"PAL","Equatorial Palm Oil Plc",AMQ1,ASQ1,"-4.81","-4.81",0.01,"-4.81",
1650,"PALM","Panther Metals Plc",SQS3,SSQ3,"-0.13","-0.13",,"-0.13",
1651,"PAM","Premier Asset Management Group Plc",AMQ1,ASQ1,15.92,15.52,53.40,12.52,
1652,"PANR","Pantheon Resources Plc",AS50,AMSM,"-21.71","-16.98",0.09,"-16.98",
1653,"PARK","Appreciate Group Plc",ASM7,AMSM,11.30,3.21,110.39,8.88,
1654,"PAT","Panthera Resources Plc",AMQ1,ASQ1,"-1.63","-1.59",,"-1.59",
1655,"PATH","Path Investments Plc",SQS3,SSQ3,"-0.38","-0.38",,"-0.38",
1656,"PAY","Paypoint Plc",SSC5,SSMM,48.52,46.44,145.14,69.54,
1657,"PBEE","Pensionbee Group Plc",SSC5,SSMM,"-24.98","-24.63",12.75,"-24.63",
1658,"PBLT","Toc Property Backed Lending Trust Plc",SQQ3,SSQ3,0.83,"-0.11",1.64,0.83,
1659,"PCA","Palace Capital Plc",SSC6,SSMM,24.61,24.55,49.06,24.55,
1660,"PCF","Pcf Group Plc",AIMP,ASX1,2.11,0.46,42.34,1.45,
1661,"PCFC","Polar Capital Global Financials Trust Plc",ON10,SET3,2.11,0.46,42.34,1.45,
1662,"PCFT","Polar Capital Global Financials Trust Plc",SSC5,SSMM,9.23,1.29,10.64,8.37,
1663,"PCGE","Pcg Entertainment Plc",AMQ1,ASQ1,"-1.33","-1.33",,"-1.33",
1664,"PCGH","Polar Capital Global Healthcare Trust Plc",SSC5,SSMM,2.61,"-0.23",3.68,2.19,
1665,"PCIP","Pci-pal Plc",AIMP,ASX1,"-4.19","-4.04",7.36,"-4.04",
1666,"PCT","Polar Capital Technology Trust Plc",F25F,STMM,"-14.69","-16.69",15.90,"-16.69",
1667,"PCTN","Picton Property Income Ld",SSC6,SSMM,146.99,129.00,46.54,147.42,
1668,"PDG","Pendragon Plc",SSC5,SSMM,73.30,61.50,3449.90,61.50,
1669,"PDL","Petra Diamonds Limited",SSC5,SSMM,196.44,135.27,290.86,135.27,
1670,"PDZ","Prairie Mining Limited",SQS3,SSQ3,"-0.64","-1.17",0.22,"-1.17",
1671,"PEB","Pebble Beach Systems Group Plc",AMQ1,ASQ1,1.50,1.47,10.62,1.47,
1672,"PEBB","The Pebble Group Plc",AMQ1,ASQ1,9.32,7.35,115.10,7.35,
1673,"PEEL","Peel Hunt Limited",AMQ1,ASQ1,9.32,7.35,115.10,7.35,
1674,"PEG","Petards Group Plc",AIMP,ASX1,0.50,0.86,13.57,0.86,
1675,"PEL","Paragon Entertainment Limited",AIMP,ASX1,0.04,0.12,14.81,0.12,
1676,"PEMB","Pembroke Vct Plc",SQQ3,SSQ3,0.04,0.12,14.81,0.12,
1677,"PEMV","Pembroke Vct Plc",SQQ3,SSQ3,"-0.32","-2.50",1.40,"-0.32",
1678,"PEN","Pennant International Group Plc",AIMP,ASX1,"-3.14","-2.63",15.06,"-2.63",
1679,"PERE","Pembridge Resources Plc",SQS3,SSQ3,15.22,15.22,,15.22,
1680,"PET","Petrel Resources Plc",AIMP,ASX1,"-0.27","-0.27",,"-0.27",
1681,"PETS","Pets At Home Group Plc",F25T,STMM,116.40,61.90,1142.80,99.00,
1682,"PEY","Princess Private Equity Holding Limited",ON10,SET3,178.01,178.01,,178.01,
1683,"PEYS","Princess Private Equity Holding Limited",ON15,SET3,178.01,178.01,,178.01,
1684,"PFC","Petrofac Limited",SSC4,SSMM,"-139.76","-144.20",2260.57,"-144.20",
1685,"PFD","Premier Foods Plc",F25T,STMM,102.60,77.50,900.50,77.50,
1686,"PFG","Provident Financial Plc",SSC4,SSMM,"-113.50","-83.40",807.80,"-83.40",
1687,"PFP","Pathfinder Minerals Plc",AIMP,ASX1,"-0.37","-0.37",,"-0.37",
1688,"PGD","Patagonia Gold Plc",AMQ1,ASQ1,"-19.63","-16.14",37.71,"-16.14",
1689,"PGH","Personal Group Holdings Plc",AMQ1,ASQ1,8.56,2.75,71.52,6.89,
1690,"PGHZ","Pcgh Zdp",SQS3,SSQ3,8.56,2.75,71.52,6.89,
1691,"PGIA","Pgit Secs 20 A",MISC,MISC,8.56,2.75,71.52,6.89,
1692,"PGIB","Pgit Secs 20 B",MISC,MISC,8.56,2.75,71.52,6.89,
1693,"PGIZ","Pgit Secs 2020",SQS3,SSQ3,8.56,2.75,71.52,6.89,
1694,"PGM","Phoenix Global Mining Limited",AMQ1,ASQ1,"-1.30","-1.28",,"-1.28",
1695,"PGOO","Proven Growth & Income Vct Plc",SQQ3,SSQ3,"-1.44",,0.12,"-1.44",
1696,"PGR","Phoenix Global Resources Plc",ASM7,AMSM,"-21.65","-18.50",57.95,"-18.50",
1697,"PHAR","Pharos Energy Plc",SSC5,SSMM,8.82,"-39.13",143.04,"-18.47",
1698,"PHC","Plant Health Care Plc",ASM8,AMSM,"-4.74","-4.66",6.24,"-4.66",
1699,"PHD","Proactis Holdings Plc",AMQ1,ASQ1,"-19.34",,49.57,"-19.02",
1700,"PHE","Powerhouse Energy Group Plc",AMQ1,ASQ1,"-2.00","-1.87",0.70,"-1.87",
1701,"PHI","Pacific Horizon Investment Trust Plc",F25T,STMM,"-1.11","-0.40",3.56,"-0.40",
1702,"PHLL","Petershill Partners Plc",F25T,STMM,260.50,247.90,137.50,247.90,
1703,"PHM","Phimedix Plc",AMQ1,ASQ1,"-0.20","-0.20",,"-0.20",
1704,"PHNX","Phoenix Group Holdings Plc",FS10,SET1,"-430.00","-1319.00",7455.00,"-837.00",
1705,"PHO","Peel Hotels Plc",AIMP,ASX1,0.18,0.21,15.59,0.21,
1706,"PHP","Primary Health Properties Plc",F25T,STMM,1416.00,65.70,145.60,140.10,
1707,"PHSC","Phsc Plc",AIMP,ASX1,"-0.58","-0.76",3.57,"-0.63",
1708,"PIER","Brighton Pier Group Plc (the)",AMQ1,ASQ1,4.20,4.28,13.54,4.28,
1709,"PIN","Pantheon International Plc",F25F,STMM,"-9.49","-12.57",,"-12.57",
1710,"PINT","Pantheon Infrastructure Plc",SSC6,SSMM,"-9.49","-12.57",,"-12.57",
1711,"PIP","Pipehawk Plc",AIMP,ASX1,0.08,0.52,6.68,0.52,
1712,"PIRI","Pires Investments Plc",AIMP,ASX1,1.49,1.49,,1.49,
1713,"PLAZ","Plaza Centers N.v.",SQQ3,SSQ3,"-29.84","-29.84",1.29,"-29.84",
1714,"PLI","Perpetual Income And Growth Investment Trust Plc",F25F,STMM,37.19,2.30,40.47,36.12,
1715,"PLUS","Plus500 Ltd",F25T,STMM,285.73,122.53,531.46,229.68,
1716,"PMG","Parkmead Group (the) Plc",ASM7,AMSM,"-13.44","-13.81",3.61,"-13.81",
1717,"PMGR","Premier Miton Global Renewables Trust Plc",SQQ3,SSQ3,1.77,"-0.16",2.47,1.68,
1718,"PMGZ","Pmgr Secs 2025",SQS3,SSQ3,1.77,"-0.16",2.47,1.68,
1719,"PMI","Premier Miton Group Plc",AMQ1,ASQ1,17.52,14.03,94.73,14.03,
1720,"PMP","Portmeirion Group Plc",AIMP,ASX1,5.96,3.24,106.02,3.24,
1721,"PNL","Personal Assets Trust Plc",F25F,STMM,34.84,9.66,39.86,28.91,
1722,"PNN","Pennon Group Plc",F25F,STMM,127.70,"-1574.90",792.30,15.40,
1723,"PNPL","Pineapple Power Corporation Plc",SQS3,SSQ3,"-1.01","-1.01",,"-1.01",
1724,"PNS","Panther Securities Plc",AMQ1,ASQ1,15.92,11.39,13.17,13.51,
1725,"PODP","Pod Point Group Holdings Plc",SSC5,SSMM,"-14.32","-14.32",61.41,"-14.32",
1726,"POG","Petropavlovsk Plc",ON10,SET3,19.89,"-33.38",723.03,"-33.38",
1727,"POL","Polo Resources Limited",ASM8,AMSM,"-3.30","-3.30",,"-3.30",
1728,"POLB","Poolbeg Pharma Plc",AMQ1,ASQ1,"-2.34","-2.34",,"-2.34",
1729,"POLN","Pollen Street Plc",SSC5,SSMM,"-2.34","-2.34",,"-2.34",
1730,"POLR","Polar Capital Holdings Plc",AS50,AMSM,62.09,5.52,224.11,48.92,
1731,"POLX","Polarean Imaging Plc",AMQ1,ASQ1,"-10.36","-10.36",0.88,"-10.36",
1732,"POLY","Polymetal International Plc",SQNC,SSX3,858.53,198.92,2137.08,668.48,
1733,"POS","Plexus Holdings Plc",AMQ1,ASQ1,"-4.37","-4.50",2.02,"-4.50",
1734,"POW","Power Metal Resources Plc",AMQ1,ASQ1,"-0.62","-0.59",0.04,"-0.59",
1735,"PPB","Paddy Power Betfair Plc",FS10,SET1,196.65,29.13,1684.56,181.10,
1736,"PPG","Plutus Powergen Plc",AIMP,ASX1,"-1.65","-1.65",1.27,"-1.65",
1737,"PPH","Pphe Hotel Group Limited",SSC5,SSMM,"-48.40","-43.84",118.89,"-43.84",
1738,"PPHC","Public Policy Holding Company Inc.",AMSR,ASX1,"-17.57","-17.94",73.46,"-17.94",
1739,"PPHP","Papillon Holdings Plc",SQS3,SSQ3,"-1.07","-1.07",,"-1.07",
1740,"PPIX","Prophotonix Limited",AMQ1,ASQ1,0.79,0.75,11.29,0.75,
1741,"PPP","Pennpetro Energy Plc",SQS3,SSQ3,"-1.26","-1.26",,"-1.26",
1742,"PPS","Proton Motor Power Systems Plc",AIMP,ASX1,603.31,603.31,2.77,603.31,
1743,"PRD","Predator Oil & Gas Holdings Plc",SQS3,SSQ3,"-1.40","-1.40",,"-1.40",
1744,"PRE","Pensana Plc",SMEV,SSMU,"-1.40","-1.40",,"-1.40",
1745,"PREM","Premier African Minerals Limited",AMQ1,ASQ1,1.70,2.02,,2.02,
1746,"PRES","Pressure Technologies Plc",AMQ1,ASQ1,"-4.20","-3.43",25.28,"-3.43",
1747,"PRIM","Primorus Investments Plc",AMQ1,ASQ1,"-0.04",0.11,0.48,0.11,
1748,"PRM","Proteome Sciences Plc",ASM7,AMSM,0.12,0.07,5.13,0.07,
1749,"PROC","Procook Group Plc",SSC6,SSMM,0.09,"-1.99",69.15,"-0.09",
1750,"PRP","Prime People Plc",AIMP,ASX1,"-0.17","-0.04",17.80,"-0.04",
1751,"PRSM","Blue Prism Group Plc",ASM6,AMSM,"-50.20","-51.40",167.30,"-51.40",
1752,"PRSR","Prs Reit (the) Plc",SSC5,SSMM,44.11,19.35,26.64,44.11,
1753,"PRTC","Puretech Health Plc",F25T,STMM,"-43.59","-44.78",12.86,"-44.78",
1754,"PRU","Prudential Plc",FE10,SET1,1978.83,"-1821.32",19596.03,"-1510.00",
1755,"PRV","Porvair Plc",SSC5,SSMM,14.76,9.60,146.31,11.94,
1756,"PSDL","Phoenix Spree Deutschland Limited",SSC5,SSMM,38.05,25.12,21.69,31.38,
1757,"PSH","Pershing Square Holdings Ltd",FS10,SET1,1644.77,1554.31,,1620.47,
1758,"PSN","Persimmon Plc",FS10,SET1,966.80,37.60,3610.50,787.20,
1759,"PSNT","Pantheon Infrastructure Plc",SQQ3,SSQ3,966.80,37.60,3610.50,787.20,
1760,"PSON","Pearson Plc",FS10,SET1,157.00,10.00,3428.00,159.00,
1761,"PSSL","Pollen Street Secured Lending Plc",F25T,STMM,39.47,3.46,99.42,39.47,
1762,"PTAL","Petrotal Corporation",AMQ1,ASQ1,47.30,47.31,111.09,47.31,
1763,"PTCM","Porta Communications Plc",AIMP,ASX1,"-4.10","-4.44",35.85,"-4.44",
1764,"PTD","Pittards Plc",AIMP,ASX1,0.46,0.28,19.66,0.28,
1765,"PTEC","Playtech Plc",F25F,STMM,567.31,566.05,508.78,566.05,
1766,"PTR","Petroneft Resources Plc",AMQ1,ASQ1,"-2.67","-3.32",1.24,"-3.32",
1767,"PTRO","Pelatro Plc",AMQ1,ASQ1,"-0.67","-0.85",7.27,"-0.85",
1768,"PTY","Parity Group Plc",AMQ1,ASQ1,"-1.10","-0.64",46.96,"-0.64",
1769,"PU11","Puma Vct 11 Plc",SQQ3,SSQ3,0.21,"-1.36",0.55,0.17,
1770,"PU12","Puma Vct 12 Plc",SQQ3,SSQ3,0.30,"-1.61",0.68,0.24,
1771,"PU13","Puma Vct 13 Plc",SQQ3,SSQ3,"-0.46","-0.46",,"-0.46",
1772,"PUAL","Puma Alpha Vct Plc",SQQ3,SSQ3,"-0.29","-0.29",,"-0.29",
1773,"PUMX","Puma Vct 10 Plc",SQQ3,SSQ3,0.08,"-1.60",0.40,0.06,
1774,"PUR","Pure Gold Mining Inc.",SQS3,SSQ3,0.08,"-1.60",0.40,0.06,
1775,"PURE","Purecircle Limited",SSC5,SSMM,5.69,6.58,99.23,6.58,
1776,"PURP","Purplebricks Group Plc",ASM6,AMSM,"-34.80","-4.20",70.00,"-4.20",
1777,"PVCS","Pv Crystalox Solar Plc",SMEX,SSMU,"-2.06","-1.35",0.45,"-1.35",
1778,"PVG","Premier Veterinary Group Plc",SMEW,SSMU,"-3.60","-3.57",3.15,"-3.57",
1779,"PVN","Proven Vct Plc",SQQ3,SSQ3,"-1.28","-6.95",0.20,"-1.28",
1780,"PVR","Providence Resources Plc",AMQ1,ASQ1,2.89,2.89,,2.89,
1781,"PXC","Phoenix Copper Limited",AMQ1,ASQ1,"-0.71","-0.70",,"-0.70",
1782,"PXEN","Prospex Energy Plc",AMQ1,ASQ1,2.30,2.26,,2.26,
1783,"PXOG","Prospex Oil And Gas Plc",AM25,AMSM,"-1.30","-1.30",,"-1.30",
1784,"PXS","Provexis Plc",ASM8,AMSM,"-0.36","-0.34",0.51,"-0.34",
1785,"PYC","Physiomics Plc",AIMP,ASX1,"-0.34","-0.22",0.70,"-0.22",
1786,"PYX","Pyx Resources Limited",SMEX,SSMU,"-3.35","-2.72",9.18,"-2.72",
1787,"PZC","Pz Cussons Plc",F25F,STMM,63.20,"-40.90",603.30,"-16.60",
1788,"QBT","Quantum Blockchain Technologies Plc",AIMP,ASX1,"-4.58","-4.54",0.01,"-4.54",
1789,"QFI","Quadrise Fuels International Plc",ASM6,AMSM,"-4.41","-4.26",0.02,"-4.26",
